text,cleaned1
"Pak Tom Lembong kalah di dunia , menang nanti di Akhirat, bersabar ya pak Tom dunia hanya sementara, akhirat untuk selamanya, pengadilan Allah lah yang terbaik pak🙏🙏",pak tom lembong kalah di dunia menang nanti di akhirat bersabar iya pak tom dunia hanya sementara akhirat untuk selamanya pengadilan allah lah yang terbaik pak
"Semoga sj para pejabat yg jahanam segera mendpt azab,, sebab mereka lalay bahwa masih ada pengadilan yg sebenar benarnya,,, 💪💪💪💪💪❤️❤️",semoga saja para pejabat yang jahanam segera mendpt azab sebab mereka lalay bahwa masih ada pengadilan yang sebenarnya benarnya
Biar keliatan. Hukum berjalan. Sama pejabat kl udah terbukti bersalah siapin hukum harus ditegakkan kan. Masak 4;5 thn. Di penjara. Besok dapat remisi. Bebas. Dah. Kl rakyat bersalah. Misalnya ada yg nyuruh. Hukumanya 15 thn dah pasti tuh.,biar kelihatan hukum berjalan sama pejabat kalau sudah terbukti bersalah siapkan hukum harus ditegakkan kan masak tahun di penjara besok dapat remisi bebas sudah kalau rakyat bersalah misalnya ada yang menyuruh hukumanya tahun sudah pasti itu
"Kan jokowi itu yg nyuruh,gimana sih hdp di negeri ini? bukannya jokowi jg harus dilenyapkan.klo saya jd aparat penegak hukum dah lama saya tebas leher hakim yg memutuskan hukuman itu.",kan jokowi itu yang menyuruh bagaimana sih hidup di negeri ini bukannya jokowi juga harus dilenyapkanklo saya jadi aparat penegak hukum sudah lama saya tebas leher hakim yang memutuskan hukuman itu
"Jaksa di negeri Konoha... Walaupun jelas tidak menerima uang, atau merugikan negara kalau sang penguasa sudah murka, maka yang benar jadi salah dan yang salah jadi benar ... Negeri KONOHA...",jaksa di negeri konoha walaupun jelas tidak menerima uang atau merugikan negara kalau sang penguasa sudah murka maka yang benar jadi salah dan yang salah jadi benar negeri konoha
"Terlalu kentara ,, Mentri perdagangan yg lain TDK ada yg diperiksa padahal kebijakan yg sama,, lucu 😂😂",terlalu kentara menteri perdagangan yang lah tidak ada yang diperiksa padahal kebijakan yang sama lucu
"Wajar Aceh dan Sumatra minta merdeka.klw begini kerja hakim .meruntuh kn yg benar.menegak kn yg salah.
Masih uang yg bicara.tggu lh azab dan laknat buat hakim 7 keturunan semoga yaaa.lwt media suara rkyt jelata terkabul kn amiin....",wajar aceh dan sumatra meminta merdekaklw begini kerja hakim meruntuh kan yang benarmenegak kan yang salah masih uang yang bicaratggu lah azab dan laknat buat hakim keturunan semoga yaaalwt media suara rakyat jelata terkabul kan amin
Sekelas mantan menteri saja masih bisa  dipenjarakan apalagi kita ini orang biasa rakyat biasa......harus berhati2 dalam segala tindakan kawan,sekelas mantan menteri saja masih bisa dipenjarakan apalagi kita ini orang biasa rakyat biasaharus berhati dalam segala tindakan kawan
"Dia cuma menjalankan tugas perintah dari jokowi tanpa mendapat apapun, semoga Allah membalas perbuatan orang yg menzoliminya.",dia cuma menjalankan tugas perintah dari jokowi tanpa mendapat apapun semoga allah membalas perbuatan orang yang menzoliminya
"Dia hanya menjalankan perintah atasanya, dan tidak mungkin berjalan tanpa disetujui oleh atasanya,knpa atasanya tidak ikut dipanggil dan dihukum !! Udh gitu tidak ada dana yang mengalir ke pak tom ini,sudah jelas bukti2nya tp masih aja 🥲",dia hanya menjalankan perintah atasanya dan tidak mungkin berjalan tanpa disetujui oleh atasanya kenapa atasanya tidak ikut dipanggil dan dihukum sudah begitu tidak ada dana yang mengalir ke pak tom ini sudah jelas buktinya tapi masih saja
"Aneh bin ajaib, inilah negri konoha, semangat pa tom, seluruh rakyat tau anda tidak bersalah, hanya mereka takut dan tdk suka dg orang2 yg jujur,",aneh bin ajaib inilah negeri konoha semangat pak tom seluruh rakyat tahu anda tidak bersalah hanya mereka takut dan tidak suka dengan orang yang jujur
"Kezaliman sedang dipertontonkan.
Wahai Hakim dimana letak akal sehat dan Nuranimu.... Kelak engkau akan menerima balasan dari Tuhan atas perlakuan zalimmu.",kezaliman sedang dipertontonkan wahai hakim dimana letak akal sehat dan nuranimu kelak engkau akan menerima balasan dari tuhan atas perlakuan zalimmu
"Sapi Betina (Al-Baqarah):188 - Dan janganlah sebahagian kamu memakan harta sebahagian yang lain di antara kamu dengan jalan yang bathil dan (janganlah) kamu membawa (urusan) harta itu kepada hakim, supaya kamu dapat memakan sebahagian daripada harta benda orang lain itu dengan (jalan berbuat) dosa, padahal kamu mengetahui.

Wanita (An-Nisā'):60 - Apakah kamu tidak memperhatikan orang-orang yang mengaku dirinya telah beriman kepada apa yang diturunkan kepadamu dan kepada apa yang diturunkan sebelum kamu? Mereka hendak berhakim kepada thaghut, padahal mereka telah diperintah mengingkari thaghut itu. Dan syaitan bermaksud menyesatkan mereka (dengan) penyesatan yang sejauh-jauhnya. 

Nabi Yunus (Yūnus):109 - Dan ikutilah apa yang diwahyukan kepadamu, dan bersabarlah hingga Allah memberi keputusan dan Dia adalah Hakim yang sebaik-baiknya.

Nabi Hud:123 - Dan kepunyaan Allah-lah apa yang ghaib di langit dan di bumi dan kepada-Nya-lah dikembalikan urusan-urusan semuanya, maka sembahlah Dia, dan bertawakkallah kepada-Nya. Dan sekali-kali Tuhanmu tidak lalai dari apa yang kamu kerjakan.",sapi betina albaqarah dan janganlah sebagian kamu memakan harta sebagian yang lah di antara kamu dengan jalan yang batil dan janganlah kamu membawa urusan harta itu kepada hakim supaya kamu dapat memakan sebagian daripada harta benda orang lah itu dengan jalan berbuat dosa padahal kamu mengetahui wanita annis apakah kamu tidak perhatian orangorang yang mengaku dirinya telah beriman kepada apa yang diturunkan kepadamu dan kepada apa yang diturunkan sebelum kamu mereka hendak berhakim kepada thaghut padahal mereka telah diperintah mengingkari thaghut itu dan syaitan bermaksud menyesatkan mereka dengan penyesatan yang sejauhjauhnya nabi yunus ynus dan ikutilah apa yang diwahyukan kepadamu dan bersabarlah hingga allah memberi keputusan dan dia adalah hakim yang sebaikbaiknya nabi hud dan kepunyaan allahlah apa yang ghaib di langit dan di bumi dan kepadanyalah dikembalikan urusanurusan semuanya maka sembahlah dia dan bertawakkallah kepadanya dan sekalikali tuhanmu tidak lalai dari apa yang kamu kerjakan
"Sy doakan atas smw hakim, jaksa, polisi dan smw org yg terlibat secara zalim memenjarakan pak tom agar mendapat balasan di dunia dan akhirat",saya doakan atas semua hakim jaksa polisi dan semua orang yang terlibat secara zalim memenjarakan pak tom agar mendapat balasan di dunia dan akhirat
"Yang sabar & tawakal pak tom lembong. 
Akan tiba masanya mereka akan mempertanggung jawabkan apa yg mereka perbuat dihadapan Allah azza wa jalla",yang sabar tawakal pak tom lembong akan tiba masanya mereka akan mempertanggung jawabkan apa yang mereka perbuat dihadapan allah azza wa jalla
"Ksalahan tom lembong adlah mnjdi pendukung anies baswedan,coba kmren pndkung 02,jelas g prnah dipidanakan..",kesalahan tom lembong adalah menjadi pendukung anies baswedan coba kemarin pendukung jelas tidak pernah dipidanakan
"Semoga hakim dan jaksa yg menangani perkara pak tom Lembong, akan mendapatkan balasan dari Allah SWT yg lebih kejam dari putusannya.",semoga hakim dan jaksa yang menangani perkara pak tom lembong akan mendapatkan balasan dari allah subhanahu wa taala yang lebih kejam dari putusannya
"Semoga sehat Pak Tom Lembong.
Perjalanan karir politik hrs jadi korban hanya Krn beda pilihan.",semoga sehat pak tom lembong perjalanan karir politik harus jadi korban hanya karena beda pilihan
"Biasanya koruptor korupsi sekian miliar atau triliun nah ini malah ngak ada sama sekali masih saja di kasih hukuman sekian tahun,,kriminalisasi itu nyata",biasanya koruptor korupsi sekian miliar atau triliun nah ini bahkan tidak ada sama sekali masih saja di kasih hukuman sekian tahun kriminalisasi itu nyata
"Hukumdiindonesislgkkelssfsntdkberldsdolsnygmerinyshkzndsmenerimsuzngnuzkgkdiperikdsfzndipsmggilldsmszskslomssspenhsdilsnyskutdgilyonpygsdhtdkksdiptesixrnsnehnkriinissmsnysnptezidentskitmembukssumultonpmending bubsrksnssjapengsdilsntdksdsgunsnusbizrpenhzdilznskhitstdzjzlebohsdilzpzydktzlitjsksshzkimpsfspenhzdilznzzllzhzetnzntixizkhitzt,hztihztipskhikumsnberstsekzlidodznushzki,jskszygtdksdilmenuelessiksnperkarpzkitstdkhodupselsmsnyaszymstemgjsdspSllzjzer,kabarabyandantugaspbpkdinoiaakandipertanggungjaawabkanpolehAllahswt0pak",hukumdiindonesislgkkelssfsntdkberldsdolsnygmerinyshkzndsmenerimsuzngnuzkgkdiperikdsfzndipsmggilldsmszskslomssspenhsdilsnyskutdgilyonpygsdhtdkksdiptesixrnsnehnkriinissmsnysnptezidentskitmembukssumultonpmending bubsrksnssjapengsdilsntdksdsgunsnusbizrpenhzdilznskhitstdzjzlebohsdilzpzydktzlitjsksshzkimpsfspenhzdilznzzllzhzetnzntixizkhitzt hztihztipskhikumsnberstsekzlidodznushzki jskszygtdksdilmenuelessiksnperkarpzkitstdkhodupselsmsnyaszymstemgjsdspsllzjzer kabarabyandantugaspbpkdinoiaakandipertanggungjaawabkanpolehallahswtpak
"Jokowi tak mau hadir di persidangan,tapi knp TL yg menanggung dosanya Jokowi",jokowi tidak mau hadir di persidangan tapi kenapa lini masa yang menanggung dosanya jokowi
SABAR PAK TOM LEMBONG ...SEMOGA SECEPATNYA ALLAH MEMBALAS ORANG MUNAFIK...TETAP SEMANGAT DAN BERJUANG MENCERDASKAN GENERASI BANGSA DI MANA PUN BAPAK BERADA ...SEHAT DAN BAHAGIA SELALU...AAMIIN YA RABBAL ALAMIIN,sabar pak tom lembong semoga secepatnya allah membalas orang munafiktetap semangat dan berjuang mencerdaskan generasi bangsa di mana pun bapak berada sehat dan bahagia selaluaamiin iya rabi alamiin
"Sehat selalu pak tom Lembong, semoga yg TDK jujur Allah laknat",sehat selalu pak tom lembong semoga yang tidak jujur allah laknat
Wahai hakim. Semoga kalian sadar segala sesuatu pasti ad balasan. Bisa di peringan di dunia atau berat di akherat,wahai hakim semoga kalian sadar segala sesuatu pasti ada balasan bisa di peringan di dunia atau berat di akhirat
"Vonis tsb tidak jadi masalah asalkan, yg memerintahkan juga dihukum, mentri dengan kebijakan serupa juga diperlakukan sama, plus menteri yang memperkaya diri lewat kebijakan harus divonis lebih berat. Selama itu tidak dilakukan, tanda keadilan sudah mati",vonis tersebut tidak jadi masalah asalkan yang memerintahkan juga dihukum menteri dengan kebijakan serupa juga diperlakukan sama plus menteri yang memperkaya diri lewat kebijakan harus divonis lebih berat selama itu tidak dilakukan tanda keadilan sudah mati
Sabar ya pak Tom Lembong.,sabar iya pak tom lembong
Semoga Allah timpakan azab bagi siapa saja yg TDK bisa/ mau menegakkan keadilan,semoga allah timpakan azab bagi siapa saja yang tidak bisa mau menegakkan keadilan
Orang baik...🙏,orang baik
"Alfatihah buat hakim ,!!",al fatihah buat hakim
"Tom Lembong akan di doakan oleh orang baik,kecuali penghianat negara",tom lembong akan di doakan oleh orang baik kecuali pengkhianat negara
Jahatnya peradilan dan pengadil yg tdk bisa berbuat adil dan objektif di Indonesia..... Aduuuh Paraaaa,jahatnya peradilan dan pengadil yang tidak bisa berbuat adil dan objektif di indonesia aduuuh paraaaa
"Astaghfirullah, 4,5 thn byk yg blng smpe sekelas pengacara Hotman Paris aja blng hrs nya bebas vonis gk di tahan berarti gk kena pidana krna gk ada bukti.. yg otaknya bebas, yg gak salah di hukum menteri kan sesuai arahan atasan",astagfirullah tahun bak yang bilang sampai sekelas pengacara hotman paris saja bilang harus nya bebas vonis tidak di tahan berarti tidak kena pidana karena tidak ada bukti yang otaknya bebas yang tidak salah di hukum menteri kan sesuai arahan atasan
"Sabar pak Tom Lembong, pengadilan yg sesungguhnya diakherat, didunia hukum sudah hancur lebur ada uang hukum aman.
Yg terima uangnya melenggang.",sabar pak tom lembong pengadilan yang sesungguhnya diakherat di dunia hukum sudah hancur lebur ada uang hukum aman yang terima uangnya melenggang
"Sabar pak tom lembong, azab Allah pasti menimpa para hakim yg mendolim kamu",sabar pak tom lembong azab allah pasti menimpa para hakim yang mendolim kamu
Biang keladinya adem ayem aja ...sambil ngumpet 😡🤢🤮,biang keladinya adem ayem saja sambil sembunyi
"Kalau anda zalim tunggu pembalasan / karma lebih kejam, didunia ini dan siap siap menderita sampai anak cucu",kalau anda zalim tunggu pembalasan karma lebih kejam di dunia ini dan siap siap menderita sampai anak cucu
Harus revolosi kalo negara mau selamat,harus revolosi kalau negara mau selamat
"Kepada yth
Bapak presiden RI
Bapak Prabowo Subianto
Di tempat

Mengingat begitu banyaknya permasalahan di negeri ini soal penegakan hukum yang membuat kegaduhan di tengah tengah masyarakat oleh karena itu atas nama masyarakat meminta kepada bapak presiden agar segera memanggil semua pihak pihak terkait antara lain kementrian hukum dan ham kejagung kapolri dan lain lain ....dengan tujuan memberikan ultimatum 3 bulan kepada seluruh penegak hukum Tampa terkecuali agar penegakan hukum betul betul menjadi garda terdepan di negeri ini....apa bila dalam jangka waktu yang di tetapkan tidak bisa di laksanakan maka bapak presiden bisa mengganti dengan yang lebih baik

DARI RAKYAT
UNTUK RAKYAT

Masyarakat
@sorotan 
@presidenrepublikindonesia
Prabowo Subianto",kepada yang terhormat bapak presiden mencari bapak prabowo subianto di tempat mengingat begitu banyaknya permasalahan di negeri ini soal penegakan hukum yang membuat kegaduhan di tengah tengah masyarakat oleh karena itu atas nama masyarakat meminta kepada bapak presiden agar segera memanggil semua pihak pihak terkait antara lah kementerian hukum dan ham kejaksaan agung kepala kepolisian republik indonesia dan lah lah dengan tujuan memberikan ultimatum bulan kepada seluruh penegak hukum tanpa terkecuali agar penegakan hukum betul betul menjadi garda terdepan di negeri iniapa bila dalam jangka waktu yang di tetapkan tidak bisa di laksanakan maka bapak presiden bisa mengganti dengan yang lebih baik dari rakyat untuk rakyat masyarakat prabowo subianto
Semoga jokowi sekeluarga segera mendapat keadilan dari murka Allah... Dan semoga Jokowi sekeluarga di tampakkan murkanya Allah persis sama sperti junjungannya kemal Attaturk laknatullah yg di tolak bumi aamiin,semoga jokowi sekeluarga segera mendapat keadilan dari murka allah dan semoga jokowi sekeluarga di tampakkan murkanya allah persis sama seperti junjungannya kemal attaturk laknatullah yang di tolak bumi amin
Atasan Tom Lembong akan dihukum dan dipenjara lebih menyakitkan dari penjara jeruji besi dunia fana ini. Hukum akhirat akan lebih pedih dan kejam  yaitu neraka jahanam tmsk Jaksa dan Hakimnya akan berkumpul bersama di neraka,atasan tom lembong akan dihukum dan di penjara lebih menyakitkan dari penjara jeruji besi dunia fana ini hukum akhirat akan lebih pedih dan kejam yaitu neraka jahanam termasuk jaksa dan hakimnya akan berkumpul bersama di neraka
"Ingat wahai PENEGAK HUKUM ( Khusus hakim yang mengetok palu vonis ), Azab Allah tuh sedang menanti dirimu, istrimu, anak2mu beserta keluarga2 mu, ingat!!! Azab Allah sangat pedih, kalian ber Zholim sama yang benar, maka kalian tunggu lah azab Allah tuh....sumpah rakyat akan terus - menerus buat kalian yang ber jama'ah untuk berbuat Zholim ....kamu lebih takut sama manusia daripada sama yang men ciptakan kamu, istrimu, anak2mu beserta keluargamu wahai penegak hukum",ingat wahai penegak hukum khusus hakim yang mengetok palu vonis azab allah itu sedang menanti dirimu istrimu anakmu beserta keluarga mu ingat azab allah sangat pedih kalian ber zalim sama yang benar maka kalian tunggu lah azab allah tuhsumpah rakyat akan terus menerus buat kalian yang ber jamaah untuk berbuat zalim kamu lebih takut sama manusia daripada sama yang men ciptakan kamu istrimu anakmu beserta keluargamu wahai penegak hukum
"Klw Mr.Tom dihukum 4,5thn seharusnya menteri perdagangan dihukum dengan hukuman yg sama..Zulhas lebih banyak mengimpor gula tapi masih aman..Hukum Indonesia sakit jiwa.",kalau mrtom dihukum tahun seharusnya menteri perdagangan dihukum dengan hukuman yang samazulhas lebih banyak mengimpor gula tapi masih amanhukum indonesia sakit jiwa
Smga pak Lembong sehat selalu.. Ingat nabi Yusuf.. Istri penguasa yg salah nabi yusuf yg dipenjara,semoga pak lembong sehat selalu ingat nabi yusuf istri penguasa yang salah nabi yusuf yang di penjara
Ikhtiar aj tak rubah keadaan yg trbaik tingkatkan sujud,ikhtiar saja tidak rubah keadaan yang terbaik tingkatkan sujud
Hakim...biadab...semoga lekas Allah.. turunkan laknat..,hakimbiadabsemoga lekas allah turunkan laknat
"Hakimnya minta di sambar petir kyknya..  jgnlah.. hukum=keadilan 
Lbh baik melepaskan 1000 org yg bersalah drpd menghukum 1 org yg tidak bersalah itulah adigium hukum.  Tp itu doeloe..",hakimnya meminta di sambar petir sepertinya janganlah hukumkeadilan lebih baik melepaskan orang yang bersalah daripada menghukum orang yang tidak bersalah itulah adigium hukum tapi itu dulu
Orang jahat berkeliaran orang jujur di bui sungguh aneh negeri ini,orang jahat berkeliaran orang jujur di bui sungguh aneh negeri ini
"Berbondong bondong memuji dan membela yg divonis bersalah, karena merugikan negara..pada ngebleng.",berbondong bondong memuji dan membela yang divonis bersalah karena merugikan negarapada ngebleng
"4,5 tahun di jegal karena 5 tahun kedepan adalah pilpres agar tidak menjadi timses pilpres pak anis , dan kemenangan akan di raih oleh kecurangan kembali , MK telah mengotak atik lagi syarat menjadi presiden akan ada di loloskan sesuai pesanan",tahun di jegal karena tahun ke depan adalah pemilihan presiden agar tidak menjadi tim sukses pemilihan presiden pak anis dan kemenangan akan di raih oleh kecurangan kembali mk telah mengotak atik lagi syarat menjadi presiden akan ada di loloskan sesuai pesanan
Lempar batu sembunyi tangan,lempar batu sembunyi tangan
"Hari ini org dolim lagi menikmati kemenangan,,tp (kt cak nun) pasti absolut bakal Kena azab",hari ini orang dolim lagi menikmati kemenangan tapi kita cak nun pasti absolut bakal kena azab
Sehat selalu Tuhan akn berikn derajt yg lebih tinggi,sehat selalu tuhan akan berikn derajt yang lebih tinggi
"Biasanya,anak buah yg selalu malak menyual nama kepala,,",biasanya anak buah yang selalu malak menyual nama kepala
Sabar pak Tom Tuhan tak pernah tidur...,sabar pak tom tuhan tidak pernah tidur
Aneh yg bersangkutan ngga pernah di panggil.,aneh yang bersangkutan tidak pernah di panggil
"Tidak masuk akal ada koruptor mau mau memperkaya orang lain sementara dia sendiri tidak dapat apa-apa...

Sepertinya pak tom Lembong ini hanya korban!",tidak masuk akal ada koruptor mau mau memperkaya orang lah sementara dia sendiri tidak dapat apaapa sepertinya pak tom lembong ini hanya korban
"Rasulullah saw membagi seorang hakim menjadi tiga macam:

القُضَاةُ ثَلَاثَةٌ: قَاضِيَانِ فِي النَّارِ، وَقَاضٍ فِي الجَنَّةِ، رَجُلٌ قَضَى بِغَيْرِ الحَقِّ فَعَلِمَ ذَاكَ فَذَاكَ فِي النَّارِ، وَقَاضٍ لَا يَعْلَمُ فَأَهْلَكَ حُقُوقَ النَّاسِ فَهُوَ فِي النَّارِ، وَقَاضٍ قَضَى بِالحَقِّ فَذَلِكَ فِي الجَنَّةِ

Artinya: “Hakim itu ada tiga: dua di neraka dan satu di surga. Hakim yang memutuskan hukum dengan tidak benar, sedangkan ia mengetahuinya, maka ia di neraka. Hakim yang tidak mengetahui kebenaran (jahil), sehingga ia menghilangkan hak orang lain, maka ia pun di neraka. Hakim yang memutuskan hukum dengan kebenaran, maka ia di surga”. (HR. At-Tirmidzi).",rasulullah saw membagi seorang hakim menjadi tiga macam artinya hakim itu ada tiga dua di neraka dan satu di surga hakim yang memutuskan hukum dengan tidak benar sedangkan ia mengetahuinya maka ia di neraka hakim yang tidak mengetahui kebenaran jahil sehingga ia menghilangkan hak orang lah maka ia pun di neraka hakim yang memutuskan hukum dengan kebenaran maka ia di surga hari attirmidzi
"Hakim ingat kamu menang di dunia tapi hukum di akhirat lebih pedih, Allah tidak tidur,tidak buta,tidak tuli, Allah sedang merancang azab apa yg pantas bagi org dzolim",hakim ingat kamu menang di dunia tapi hukum di akhirat lebih pedih allah tidak tidur tidak buta tidak tuli allah sedang merancang azab apa yang pantas bagi orang zalim
"Untk para hakim yg katanya wakil Tuhan d muka bumi ini, tunggu karmamu psti hampirimu atas ktidak adiln yg kalian prtontonkn, dn semoga jokowi si iblis bertopeng dewa beserta para penjilat jabatan, yg ada dlm lingkaran kekuasaan, kalian jg bakal dapat azab, mulai dr dunia hingga akhirat nanti, tunggu aja, karma tak pernah salah alamat, bage mna pun kbusukn yg kalian sembunyikn,suatu saat psti akn trcium",untuk para hakim yang katanya wakil tuhan di muka bumi ini tunggu karmamu pasti hampirimu atas ktidak adiln yang kalian prtontonkn dan semoga jokowi sil iblis bertopeng dewa beserta para penjilat jabatan yang ada dalam lingkaran kekuasaan kalian juga bakal dapat azab mulai dari dunia hingga akhirat nanti tunggu saja karma tidak pernah salah alamat bage mana pun kbusukn yang kalian sembunyikn suatu saat pasti akan trcium
Biarkan sdh...serahkan sm Allah esok ada pengadilan Allah yg mh.adil dan bijaksana...mungkin saat ini terlindungi dr hukum dunia..tp dia tdk akan lolos hukum Allah di akherat,biarkan sdhserahkan sama allah esok ada pengadilan allah yang mhadil dan bijaksanamungkin saat ini terlindungi dari hukum duniatp dia tidak akan lolos hukum allah di akhirat
"Kehancuran Negara dan Kehancuran Moral berawal dari Hancurnya Moral Penegak hukum.
Pak Tom anda hanya korban dari Kegagalan sebuah Pemimpin dan Runtuhnya Hukum",kehancuran negara dan kehancuran moral berawal dari hancurnya moral penegak hukum pak tom anda hanya korban dari kegagalan sebuah pemimpin dan runtuhnya hukum
Hukum di Indonesia bisa dibayar n paling aneh lagi yg berduit susah dihukum,hukum di indonesia bisa dibayar dan paling aneh lagi yang berduit susah dihukum
"Semua kaki manusia sebagai pemimpin apa aja,itu kaki yg satu di letakkan di sorga dan yg satunya lagi di letakkan di neraka,artinya tinggal kau pilih ke dua kaki kita ke sorga atau kedua kaki kita ke neraka.semoga para pemimpin keduanya kakinya di letakkan ke sorga,pilihan terserah kalian. 🤲Agama islam.mengajarkan seperti itu.",semua kaki manusia sebagai pemimpin apa saja itu kaki yang satu di letakkan di sorga dan yang satunya lagi di letakkan di neraka artinya tinggal kamu pilih ke dua kaki kita ke sorga atau kedua kaki kita ke nerakasemoga para pemimpin keduanya kakinya di letakkan ke sorga pilihan terserah kalian agama islammengajarkan seperti itu
Tidak mengerti hukum yang ada di nekri kita ini kalau yg hanya menjalankan perintah di penjara seharusnya yang memerintahkan di penjara lebih berat,tidak mengerti hukum yang ada di nekri kita ini kalau yang hanya menjalankan perintah di penjara seharusnya yang memerintahkan di penjara lebih berat
Anak buah dajjal firaun,anak buah dajjal firaun
Sang raja koruptor tak tersentuh sama sekali.Korupsi segila gilanya Mega fantastis supaya bisa beli kekuasaan dan perangkat hukum supaya kebal dari jeratan hukum.,sang raja koruptor tidak tersentuh sama sekalikorupsi segila gilanya mega fantastis supaya bisa beli kekuasaan dan perangkat hukum supaya kebal dari jeratan hukum
Percuma dinaikin gaji hakim,percuma naik gaji hakim
"Resiko sbg oposisi
Tak mengapa Pak Tom
HAMKA Ulama termasyur saja pernah dipenjara",risiko sebagai oposisi tidak mengapa pak tom hamka ulama termasyur saja pernah di penjara
Semoga laknat allah menyertai semua hakim & yg menyuruhnya,semoga laknat allah menyertai semua hakim yang menyuruhnya
"Semoga Allah mengadili hakim dgn segera.
Dan neraka jahanam menanti.",semoga allah mengadili hakim dengan segera dan neraka jahanam menanti
Dia bukan penjahat dia sangat berjasa bahkan tidak ada bukti kesalahannya tapi kenapa beliau dihukum,dia bukan penjahat dia sangat berjasa bahkan tidak ada bukti kesalahannya tapi kenapa beliau dihukum
"Astagfirullah astagfirullah pa Hakim apakah anda sdh menggunakan nurani dan keadilan  anda dlm memutuskan, apakah anda tdk takut dg pertanggungjawaban di Yaumill Akhir kelak? Sesungguhnya azab Allah sangat pedih pak Hakim",astagfirullah astagfirullah pak hakim apakah anda sudah menggunakan nurani dan keadilan anda dalam memutuskan apakah anda tidak takut dengan pertanggungjawaban di yaumill akhir kelak sesungguhnya azab allah sangat pedih pak hakim
"Pak tom orang jujur, orang jahat akan mendapatkan balasan yang setimpal nanti termasuk hakimnya akan mendapatkan balasan dari Allah",pak tom orang jujur orang jahat akan mendapatkan balasan yang setimpal nanti termasuk hakimnya akan mendapatkan balasan dari allah
Sehat selalu pak Tom Lembong,sehat selalu pak tom lembong
"Hukum di Indonesia sudah mati,ngaku punya agama makhluk bertuhan tapi ngga takut akan tuhan, padahal siksa Allah itu nyata apalagi untuk org org yg dzalim, umur paling lama 80 tahun. Ngga takut dosa anda wahai hakim?",hukum di indonesia sudah mati mengaku punya agama makhluk bertuhan tapi tidak takut akan tuhan padahal siksa allah itu nyata apalagi untuk orang orang yang zalim umur paling lama tahun tidak takut dosa anda wahai hakim
"Hukuman terlalu ringan.

Korupsi tidak akan hilang di NKRI 

Ayo kawan kawan

Fokus demo 

UU perampasan aset koruptor
Dan
UU hukuman mati koruptor 
Disahkan.

Kalau disahkan

Insaallah NKRI maju jaya
👍👍",hukuman terlalu ringan korupsi tidak akan hilang di negara kesatuan republik indonesia ayo kawan kawan fokus demo undang undang perampasan aset koruptor dan undang undang hukuman mati koruptor disahkan kalau disahkan insaallah negara kesatuan republik indonesia maju jaya
"Ketidak Adilan begitu nampak, mau diapakan negara kita ini oleh para penegak hukum...apa g takut diakherat nanti mereka semua.......",ketidak keadilan begitu menampak mau diapakan negara kita ini oleh para penegak hukumapa tidak takut diakherat nanti mereka semua
Kepada pak hakim🙏🙏🙏 kami rakyat Indonesia mendoakan anda dan keluarga serta keturunan ada akan menjadi budak iblis🙏🙏🙏🙏🙏 aamiin,kepada pak hakim kami rakyat indonesia mendoakan anda dan keluarga serta keturunan ada akan menjadi budak iblis amin
"Tenang pak, bapak cuma anak buah,bapak jg pasti diperintah, bapak jalani aja hukuman didunia walaupun bapak nggak menikmati, hukum akherat biar ditanggung sepenuhnya oleh atasan bapak yang nggak tau diri itu..",tenang pak bapak cuma anak buah bapak juga pasti diperintah bapak jalani saja hukuman di dunia walaupun bapak tidak menikmati hukum akhirat biar ditanggung sepenuhnya oleh atasan bapak yang tidak tahu diri itu
Doa terburuk buat kalian para hakim yg tidak amanah tidak jujur pada jabatan kalian...,doa terburuk buat kalian para hakim yang tidak amanah tidak jujur pada jabatan kalian
"Tidak terbukti menerima suap/menerima korupsi,,tp tetap di vonis penjara,,luar biasa,,,Allah lah hakim yg maha bijaksana,,in sha Allah nanti akan kalian pertanggung jawabkan di akhirat nanti,,,.semoga pak lembong di beri kesabaran dlm menerima ketidak Adilan ini,,,.",tidak terbukti menerima suapmenerima korupsi tapi tetap di vonis penjara luar biasa allah lah hakim yang maha bijaksana masuk sha allah nanti akan kalian pertanggung jawabkan di akhirat nanti semoga pak lembong di beri kesabaran dalam menerima ketidak keadilan ini
Indonesia bung.. .jangan biasakan dengan konoha karna pejabat nggak akan merasa bersalah kalau kita terlalu membiasakan dengan negara semu....yang bobrok itu Indonesia biar kita tahu dan bisa mengurangi kebobrokan kebodohan ketidakadilan di negara kita dengan bilang konoha seakan  kita tidak peduli dengan Indonesia,indonesia bung jangan biasakan dengan konoha karena pejabat tidak akan merasa bersalah kalau kita terlalu membiasakan dengan negara semuyang bobrok itu indonesia biar kita tahu dan bisa mengurangi kebobrokan kebodohan ke tidak adilan di negara kita dengan bilang konoha seakan kita tidak peduli dengan indonesia
"HEUEUH DI DUNYA MAH SAGALA RUPA GAMPANG REKAYASA, HUKUM BISA DIBEULI, HAKIM BISA DISUAP JELEMA TEU SIEUN KUDOSA, PENGUASA SAKAREP DEWEK NGUTAK NGATIK ATURAN KEUR TAMENG MANEHNA 😇😇😇😇😇😇😇",heueuh di dunya adalah segala rupa mudah rekayasa hukum bisa dibeuli hakim bisa disuap orang tau sieun kudosa penguasa sakarep sendiri ngutak ngatik aturan keur tameng manehna
