text,cleaned
Sangat menyedihkan hukum dan khususnya peradilan di Indonesia. Kasus Tom Lembong yang merupakab kasus pesanan dengan besarnya hukuman pesanan. Walaupun masih ada upaya hukum yg bisa dilakukan namun kalau melihat pengadilan tingkat pertama sdh seperti ini.. apakah kita masih berharap pengadilan tertinggi akan mengoreksi putusan pengadilan dibawahnya ???? Semoga...,sedih hukum khusus adil indonesia kasus tom lembong merupakab kasus pesan besar hukum pesan upaya hukum laku lihat adil tingkat pertama harap adil tinggi koreksi putus adil bawah moga
"Sabar pak Tom Lembong jangan khawatir ketika anda tidak bisa mendapatkan keadilan di dunia ini tapi yakinlah masih ada pengadilan akhirat.

Untuk pak Anies Baswedan apabila di periode pilpres berikutnya masih mau tampil tolong sampaikan kepada semua tim agar mempersiapkan diri dan mental akan menghadapi situasi seperti pak Tom Lembong",sabar pak tom lembong khawatir adil dunia yakin adil akhirat untuk pak anies baswedan periode pilih presiden ikut tampil tolong tim siap mental hadap situasi pak tom lembong
"Mata dan hati para penegak hukum tsb sudah tumpul. Mereka sengaja membuat mata mereka buta. Mereka sengaja membuat telinga mereka tuli dan mereka sengaja membuat hati mereka mengeras. Mereka seakan tidak percaya akan ada pengadilan yang lebih adil dan bijaksana yaitu pengadilan akhirat yang juga akan mendakwa mereka atas keputusan yang mereka buat sendiri. Untuk pak Lembong semangat pak, kami percaya bapak orang jujur dan memiliki integritas tinggi. Kami berdoa untuk pak Lembong semoga senantiasa sehat dan kuat menghadapi orang2 yang mungkin tidak kuat (menghadapi tekanan). Wallahu’alam",mata hati tegak hukum sebut tumpul sengaja mata buta sengaja telinga tuli sengaja hati keras percaya adil adil bijaksana adil akhirat dakwa atas putus untuk pak lembong semangat pak percaya bapak orang jujur milik integritas tinggi doa untuk pak lembong moga senantiasa sehat kuat hadap orang kuat hadap tekan wallahualam
"Tetap semangat Pak,tetap berjuang demi keadilan di Negeri Ini🇮🇩, soal hasil nanti di belakang yg penting kita berjuang dulu, ada Allah Swt bersama kita🤲
#TomLembongOrangBaik
#PerjuangkanKeadilan.",tetap semangat pak tetap juang adil negeri soal hasil belakang penting juang allah subhanahu wa taala
Janji allah tak akan ingkar mrk akan dapat ganjaran hebat…. Semoga pak TOM tabah,janji allah ingkar ganjar hebat moga pak tom tabah
"Innalillahi wainna ilaihi rajiun, semoga hakim dan penegak hukum yg dzolim mendapat laknat dari Allah SWT dunia akhirat Aamiiinn !",innalillahi ilaihi rajiun moga hakim tegak hukum zalim laknat allah subhanahu wa taala dunia akhirat aamiiinn
"Inilah bobrokkk nya ,hukum dinegeri konohaaaaaaaaa ini, org yg TDK bersalah dicari kesalahannya sesuai pesanan, negeri antah berantah hakim gimana lah nantik matinya tunggu adzab Allah SWT yang amat pedih hingga anak cucu istri d hukum oleh Allah SWT ,aamiin....",bobrokkk hukum negeri konohaaaaaaaaa orang salah cari salah sesuai pesan negeri antah antah hakim mati tunggu azab allah subhanahu wa taala pedih anak cucu istri hukum allah subhanahu wa taala amin
Doa terbaik untuk pak tom smg diberikn kesabaran,doa baik untuk pak tom moga diberikn sabar
"Keadilan di Konoha adalah suatu yg sangattttt sangattttt mahal dan mungkin sudah sangat sulit di temukan, penegak hukum jadi preman, hakim jadi pedagang, menteri dan DPR jadi petani karena korupsi semakin subur ditangan mereka. Apakah kita harus berduka karena di Indonesia keadilan bukan lagi harga mati dan yg jujur malah bisa mati",adil konoha sangattttt sangattttt mahal sulit temu tegak hukum jadi preman hakim jadi dagang menteri dewan wakil rakyat jadi tani korupsi subur tang duka indonesia adil harga mati jujur mati
Kita tinggal di negeri dimana para penegak hukum lah yang main hakim sendiri 😭,tinggal negeri tegak hukum main hakim
"Tetap Optimis hukum/pengadilan di Indonesia akan menjadi lebih baik, masih banyak orang baik dan atau terus berusaha menjadi pribadi yg lebih baik, yang menginginkan kebaikan/kebenaran ditegakkan

Setan dan bala-tentara berharap kita berputus asa atas hukum/pengadilan di Indonesia, bahwa tidak/jangan berharap lagi ada keadilan, dan percuma menjadi orang baik, kecuali orang-orang yg ikut menjadi bala tentaranya aja yg akan aman/selamat.

""Sesungguhnya tidak ada yang berputus asa dari rahmat Allah, kecuali orang-orang kafir.""
(QS. Yusuf: 87)

""Dan tidak ada yang berputus asa dari rahmat Tuhan-nya, kecuali orang-orang yang sesat.""
(QS. Al-Hijr: 56)

""Sesungguhnya setan itu tidak ada kekuasaannya atas orang-orang yang beriman dan bertawakal kepada Tuhan mereka.""
""Sesungguhnya kekuasaannya hanyalah atas orang-orang yang mengambilnya menjadi pemimpin (wali) dan atas orang-orang yang mempersekutukannya dengan Allah.""
(An-Nahl: 99–100)",tetap optimis hukumpengadilan indonesia jadi baik orang baik terus usaha jadi pribadi baik kebaikankebenaran tegak setan balatentara harap putus asa atas hukumpengadilan indonesia tidakjangan harap adil jadi orang baik kecuali orangorang ikut jadi bala tentara amanselamat sungguh putus asa rahmat allah kecuali orangorang kafir qs yusuf putus asa rahmat tuhan kecuali orangorang sesat qs alhijr sungguh setan kuasa atas orangorang iman tawakal tuhan sungguh kuasa atas orangorang ambil jadi pimpin wali atas orangorang sekutu allah annahl
"Baru tau dan sadar ya, Pak. Negeri ini sedang sakit parah. Sayangnya banyak dokter abai karena ingin pemasukan banyak hingga akar penyakit tak kunjung diobati malah semakin dibiarkan merajalela menggerogoti tubuh ibu pertiwi.",baru tahu sadar iya pak negeri sakit parah sayang dokter abai pasu akar sakit kunjung obat biar rajalela gerogot tubuh ibu pertiwi
Semoga Husnul khatimah semuanya ...,moga husnul khatimah
"Aku menangis di hari itu... merasakan gelapnya negeri ini... keadilan sudah mati di negeri ini... menyisakan satu pertanyaan dalam hati... apakah kita sedang kembali dijajah oleh kekuasaan... apakah kita sedang dipimpin oleh penguasa yang bukan bagian dari bangsa ini...
ijinkan aku menangis...",menang hari rasa gelap negeri adil mati negeri sisa satu tanya hati kembali jajah kuasa pimpin kuasa bangsa izin menang
"Kebodohan yg terhakiki oleh kerakusan dan keserakahan seseorang demi kekuasaan ,fakta nyata hanya angin lewat semangat pak Tom Lebong semoga manusia penjalim. segara dapat ajab oleh Allah",bodoh hakiki rakus serakah orang kuasa fakta nyata angin lewat semangat pak tom lebong moga manusia penjalim segara ajab allah
"Innalillahi wa inna ilaihi raji'un
Semoga pejabat yg memberikan hukuman akan dibalas oleh Allah SWT dengan siksaan yg amat pedih",innalillahi wa inna ilaihi rajiun moga jabat beri hukum balas allah subhanahu wa taala siksa pedih
"Saya yakin pak tom tidak bersalah dan tetap akan mendoakan pak tom, semoga diberikan kekuatan dan kesabaran menjalani semua ini sampai keadilan benar benar terwujud.",yakin pak tom salah tetap doa pak tom moga beri kuat sabar jalan adil benar benar wujud
Sabar ya Pak Tom😢,sabar iya pak tom
"Kejaksaan Agung akhir2 ini sudah bagus dalam membongkar kasus2 korupsi kelas kakap, namun sayangnya TERNODA dengan kasus Tom Lembong ini.

Publik dari awal ""paham"" akan kasus Tom Lembong.  Kita, sekali lagi, disuguhi tontonan yg tidak lucu dan tidak bagus untuk demokrasi kita. Inilah wajah penegakan hukum di negeri kita yang dipertontonkan secara vulgar dan telanjang.",jaksa agung akhir bagus bongkar kasus korupsi kelas kakap sayang noda kasus tom lembong publik awal paham kasus tom lembong suguh tonton lucu bagus untuk demokrasi wajah tega hukum negeri tonton cara vulgar telanjang
😭😭😭Ya Allah pak tom,iya allah pak tom
"sebaik2ny pemberi keadilan hanya ALLAH SWT,,hukum akan berbalik kpd yg menzolimi....",sebaikny beri adil allah subhanahu wa taala hukum balik menzolimi
HANYA PENGADILAN ALLAH YANG PALING ADIL,adil allah adil
"Turut prihatin atas runtuhnya keadilan,,Semoga yg benar Allah jaga dan dan yg salah Allah perlihatkan,Aamiin",turut prihatin atas runtuh adil moga benar allah jaga salah allah lihat amin
"4.5 tahun, angka ajaib yg diciptakan para penegak hukum yg tidak amanah, laknatullah. Tepat dg berakhirnya masa kepresidenan sekarang. Semoga pak tom Lembong tetap sehat, kuat atas kezaliman kepadanya",tahun angka ajaib cipta tegak hukum amanah laknatullah tepat akhir masa presiden moga pak tom lembong tetap sehat kuat atas zalim
"Tolong....
Jangan pernah banyak tertawa,
Jangan pernah banyak ingin bersenang-senang menikmati dunia ini,

Tengoklah....
Ada belahan tempat lain yang sedang berjuang untuk bisa banyak tertawa, bahkan untuk menikmati megahnya dunia,

Yaa Robb jika di dunia ini ""KEADILAN"" itu hanya sebuah ""kata"",
Maka doa ku, besok kelak di akhirat ""keadilan"" itu bukan hanya sekedar ""kata"", tapi menjadi cerita yang pantas untuk di CERITAKAN kepada Mu, dan menemukan makna sebenarnya, dan Engkau lah sebaik-baik penghakiman. 

Aamiin.

#kami_meminta_pemimpin_yang_takut_Allah",tolong tertawa bersenangsenang nikmat dunia tengok bahan tempat juang untuk tertawa untuk nikmat megah dunia ya allah dunia adil buah kata doa ku besok kelak akhirat adil sekadar kata jadi cerita untuk cerita mu temu makna benar engkau sebaikbaik hakim amin
Kami rakyat kecil hanya bisa berdoa semoga yg dzolim mendapatkan hukuman berat dari Allah SWT.entah dengan cara apa.. 🤲🤲,rakyat doa moga zalim hukum berat allah swtentah cara
"Gusti Allah mboten Sare. Semangat pak Tom, jangan lelah mencintai Indonesia.",gusti allah tidur semangat pak tom lelah cinta indonesia
Semoga para penegak hukum segera sadar mana yg benar mana yg salah....dan mereka takut dgn hukum Allah yg ga pernah ingkar.    Semoga ALLAH MEMBERIKAN KEADILAN BUAT SEORANG TOM.....tetap semangat pak Tom ....anda tidak sendiri kami bersamamu..ALLAH SANGAT DEKAT,moga tegak hukum sadar benar salahdan takut hukum allah ingkar moga allah beri adil orang tomtetap semangat pak tom bersamamuallah
"Kalau sudah jadi orang kaya plus pintar, keluarga terhormat,, jangan mau di tunjuk jadi pejabat tinggi ya pak buk,, nikmati saja hidup daripada berakhir  tragis.keliling dunia lbh asyik.. ✈️✈️✈️✈️✈️✈️santai bersama keluarga, sembari banyak2 ibadah.",jadi orang kayak plus pintar keluarga hormat tunjuk jadi jabat tinggi iya pak buk nikmat hidup akhir tragiskeliling dunia asyik santai keluarga sembari ibadah
Wahai para hakim penentu keputusan sidang.. INGAT kita ini sedang bertamu didunia dan akan kembali ke kampung yg kekal...berlaku jujur dan adil lah agar kelak pada saat pertanggung jawaban dihadapan hakim yg sesungguhnya (Allah swt) kalian tidak akan dibuat susah..,hakim putus sidang ingat tamu dunia kembali kampung kekalberlaku jujur adil kelak tanggung jawab hadap hakim sungguh allah subhanahu wa taala susah
"Akal akalan rezim busuk penuh ketakutan menzolimi Tom Lembong hukuman 4,5 tahun artinya mereka sengaja menghalangi Tom Lembong sebagai Tim Sukses Anis pilpres 2029.",akal akal rezim busuk penuh takut menzolimi tom lembong hukum tahun arti sengaja halang tom lembong tim sukses anis pilih presiden
"Mereka tidak tahu bahwa mereka wayang di bekali akal. Akan di bawa kemana akalnya? Kebaikan atau keburukan. Di setiap moment apapun kejujuran akan selalu terungkap begitupula dengan kejahatan. Walaupun terstruktural, backup sana sini, ngeles ini itu, menjadikan manusia jujur menjadi kambing hitam. Percayalah kebaikan akan mencari jalannya sendiri. Mungkin dengan ketamakan 10 tahun berkuasa, membombardir apapun di depannya, sikat siapa yg menjadi penghalang. Hukum manusia tetaplah manusia yg bisa di dagangkan. Pasal dan hati nurani bisa terhapus oleh koperan uang dan borgol bagi yg tidak setuju. Mereka hanya berfikir tetapi tidak menganut adanya MAHA dari segala MAHA. Jutaan org di dzalimi bahkan di kriminalisasi, ratusan KPU meninggal mendadak, dan masih banyak. APAKAH BAJU BESINYA BISA MENGOBATI SAKIT KULIT YANG TIDAK BIASA?????? Teguran Tuhan yg Dy abaikan karena ketamakan manusia. Ingat cerita Fir'aun????? Kita lihat manusia2 sprti itu di hinakan Allah sprti apa di dunia",tahu wayang bekal akal bawa akal baik keburu momen jujur ungkap begitupula jahat struktural backup kilah jadi manusia jujur jadi kambing hitam percaya baik cari jalan tamak tahun kuasa bombardir sikat jadi halang hukum manusia tetap manusia dagang pasal hati nurani hapus koper uang borgol tuju pikir anut maha maha juta orang dzalimi kriminalisasi ratus komisi pemelihan umum tinggal dadak baju besi obat sakit kulit tegur tuhan abai tamak manusia ingat cerita firaun lihat manusia hina allah dunia
"Padahal HAKIM sudah mengakui, Pak Tom Korupsi tapi tidak Merugikan Negara dan tidak ada keuntungan Pribadi yg didapat. Tetap masih di vonis juga. Memang kalo kasus pesanan ini sangat sulit untuk dilawan.",hakim pak tom korupsi rugi negara untung pribadi tetap vonis kasus pesan sulit untuk lawan
Salam sehat pak anis,salam sehat pak anis
"Semoga Yg menjalimi orang"" yg tidak bersalah, Dilaknat dan Dikutuk Allah SWT Sampai keturunan""nya .Amin YRA....perkenan kan Ya Allah Doa kami ini.",moga menjalimi orang salah laknat kutuk allah subhanahu wa taala turun amin yraperkenan iya allah doa
Masih ada pengadilan yg maha adil..Allah berikan jalan yg berliku untuk kita lalui bukan tanpa sebab..tp dibalik itu kita akan menemukan hasil yg tidak pernah kita pikirkan sebelumnya..ikhlaskan aja,adil maha adilallah ikan jalan liku untuk sebabtp balik temu hasil pikir sebelumnyaikhlaskan
"Bismillah semoga Allah membalasnya dengan seadil adilnya ,Allah hakim yg paling adil   Aamiin Ya Rabbal Aalamiin .",bismillah moga allah balas adil adil allah hakim adil amin iya rabi aalamiin
negara ini semakin lama semakin keliatan hal2 yg tdk berjalan dg relnya....uang dan jabatam menguasai semuanya...bahkan pengadilan..,negara lihat jalan relnyauang jabatam kuasa semuanyabahkan adil
"Sehat sllu buat pak tom,diberikan kesabaran dalam menghadapi proses hukum, semoga setiap langkah ada hikmahnya, semoga diberikan kemudahan dlm segala hal.",sehat pak tom beri sabar hadap proses hukum moga langkah hikmah moga beri mudah
"Alhamdulillah, kasus tom Lembong kasus politik, hukum di Indonesia sedang dalam keadaan berpenyakit, rusak sebenarnya ini tugas yg sangat prioritas untuk negara,",alhamdulillah kasus tom lembong kasus politik hukum indonesia sakit rusak benar tugas prioritas untuk negara
"Inilah beberok ya hukum di negeri ini udah tau orang ga bersalah masih di pnyjara.
Aseli ini namanya suruhan orang kuwat karna berseberangan dukungan
 apA lagi rakyat biyasa kayak kita",beberok iya hukum negeri tahu orang salah pnyjara aseli nama suruh orang kuwat berangan dukung rakyat biyasa kayak
"Hukum di dunia tak pernah adil.
Maka, tunggu hukum akhirat yang menyelesaikan semuanya.

Buat buzzer2 : kalian bisa bersorak saat ini, silahkan terus jilat junjunganmu sampai mati. Tapi nanti di akhirat, kalian akan tidak akan punya nyali dan alibi lagi. 

Buat kalian yg pelaku kezaliman:
Kalian ga percaya akhirat itu ada...?? gak apa2. Toh pengadilan Tuhan akan tetap berjalan dgn adil, meski sekarang kalian ga percaya. Tinggal kalian tunggu saja, suatu saat kalian akan diadili juga",hukum dunia adil tunggu hukum akhirat selesai buzzer sorak sila terus jilat junjung mati akhirat punya nyali alibi laku zalim percaya akhirat adil tuhan tetap jalan adil percaya tinggal tunggu adil
"Sebegini rusaknya penegakkan hukum di Indonesia,tidak bijaksana,kebanyakan makan makanan yang berasal dari yang haram mungkin ya.Ampun kan dosa dosa kami ya Allah, jadikan negara kami negara yang aman tentram dan sejahtera ya Allah jauhkan dari orang orang yang dzolim.",rusak tega hukum indonesia bijaksana makan makan asal haram ya ampun dosa dosa iya allah jadi negara negara aman tentram sejahtera iya allah jauh orang orang zalim
"Publik tetap menilai pak Tom Lembong orang yang jujur,, publik tahu dengan sikap sistem peradilan di negeri kita,, sehat selalu pa  Tom Lembong,,",publik tetap nilai pak tom lembong orang jujur publik tahu sikap sistem adil negeri sehat pak tom lembong
Ya Allah kirain pak Tom sudah bebas dari hukumn Krn beliau hanya menjlnkn korban politik . Ternyata masih bersambung .😭😭😭 Kejam banget politik di Negri kita. Org yg tdk punya salah dan TDK terbukti apa yg di tuduhkan kepadanya ttp. Di hukum .innalillahi mati sdh hati penegak hukum di Indonesia utk kebenaran dan hukum di Indonesia hanya hidup dg  fitnahn. Astagfirullahal Aziim..hancuuur Negara kalo begini . Hukum bisa di beli dan sdh di sumpal dg mereka yg beruang. Dari hasil korupsi di pergunakan utk pengerupsi juga .saya yakin itu semua hanya utk menghambat jalannya pak Anies utk maju di th 2029   semoga Allah yg mengatur segalanya. Dan memudahkan bagi kita utk memajukn org baik JD Pemimpin di Negeri tercinta ini. Sdh banyak penderitaan bangsa ini ya Allah. Kabulkn ya Allah😭😭 Aamiin.🤲🤲,iya allah kira pak tom bebas hukumn beliau menjlnkn korban politik nyata sambung kejam banget politik negeri orang punya salah bukti tuduh tetap hukum innalillahi mati hati tegak hukum indonesia untuk benar hukum indonesia hidup fitnahn astagfirullahal aziimhancuuur negara hukum beli sumpal beruang hasil korupsi guna untuk erupsi yakin untuk hambat jalan pak anies untuk maju tahun moga allah atur mudah untuk memajukn orang baik jadi pimpin negeri cinta derita bangsa iya allah kabulkn iya allah amin
