Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
potro dworo wordhono,@carcassme,2025-07-31T14:31:24.000Z,False,"Karir politik Pak Tom diberhentiin bukan cuma 4.5 tahun, tapi selamanya(at least rezim masih menjabat). Well, we were at era when constitution are used to make political move.",0,0,0,2.7K,[],[],[],https://pbs.twimg.com/profile_images/1692972395097993216/3EC0AyRx_normal.jpg,https://x.com/carcassme/status/1950927278206230795,tweet_id:1950927278206230795
Hasanudin,@hasanudinsajid,2025-07-31T14:37:14.000Z,False,"   , inilah saatnya Rakyat merasakan bahwa Pak Prabowo berdiri ditengah2 dan lebih focus utk kepentingan & rasa aman dari Rakyatnya. Wallahu a'lam",0,0,0,1.1K,[],"['@prabowo', '@Gerindra', '@BANGSAygSUJUD']",[],https://pbs.twimg.com/profile_images/1518830303292571648/OzKJZCuy_normal.jpg,https://x.com/hasanudinsajid/status/1950928745784820193,tweet_id:1950928745784820193
Kursiplastik,@iqbalnas,2025-07-31T14:25:43.000Z,False,"Mau jadi pahlawan, tapi pahlawan kesiangan",0,0,0,2.8K,[],[],[],https://pbs.twimg.com/profile_images/1844401580654854145/z2f7g40-_normal.jpg,https://x.com/iqbalnas/status/1950925847927640186,tweet_id:1950925847927640186
َMad⍣,@byfraj,2025-07-31T14:26:10.000Z,False,"Negara kek mainan, buset",0,0,0,6K,[],[],[],https://pbs.twimg.com/profile_images/1773735300394786816/ptwcIHtg_normal.jpg,https://x.com/byfraj/status/1950925962071429330,tweet_id:1950925962071429330
Eko Yuwono,@eko_yuwono5,2025-07-31T14:14:00.000Z,False,Udah kesiangan berapa kali?,0,0,0,10K,[],[],[],https://pbs.twimg.com/profile_images/1720058138957918208/0RCXrgYD_normal.jpg,https://x.com/eko_yuwono5/status/1950922902234403069,tweet_id:1950922902234403069
𝐕𝐈𝐂𝐊𝐎,@vicko_twitt,2025-07-31T14:08:06.000Z,False,   semua kepala nya dicopot skalian pak ,0,0,0,5.7K,[],"['@KejaksaanRI', '@KPK_RI', '@DivHumas_Polri', '@prabowo']",[],https://pbs.twimg.com/profile_images/1911936868079263744/_Y2d_Zcv_normal.jpg,https://x.com/vicko_twitt/status/1950921416695771319,tweet_id:1950921416695771319
Unaaaddd,@masjawaotentik,2025-07-31T14:27:11.000Z,False,anjay kaisar khalifatullah primus interpares shahanshah imperator stadtholder yang mulia pemimpin besar militer presiden Prabowo sudah bertindak,0,0,0,8.8K,[],[],[],https://pbs.twimg.com/profile_images/1937100426135957504/FXrNaY7a_normal.jpg,https://x.com/masjawaotentik/status/1950926217315791267,tweet_id:1950926217315791267
RebelNeoBobber,@rebelneobobber,2025-07-31T15:52:01.000Z,False,Kayaknya semua kekacauan ini emang sengaja dibuat untuk bikin Prabowo seolah pahlawan,0,0,0,28,[],[],[],https://pbs.twimg.com/profile_images/1949100700220391424/IYHbAZq1_normal.jpg,https://x.com/rebelneobobber/status/1950947568227070047,tweet_id:1950947568227070047
Indonesia,@DGumanty97203,2025-07-31T15:43:51.000Z,False,Seriusan ?.. pak   next time please act like you are the president NOT HIM.,0,0,0,25,[],['@prabowo'],[],https://pbs.twimg.com/profile_images/1950793765129703424/cinhtzVz_normal.jpg,https://x.com/DGumanty97203/status/1950945511101649190,tweet_id:1950945511101649190
ナディヤ.,@queenofspes,2025-07-31T14:38:30.000Z,False,Dah berapa kali y ni orang jadi pahlawan‍,0,0,0,188,[],[],"['\\U0001f642', '\\u2194\\ufe0f']",https://pbs.twimg.com/profile_images/1947016564319932418/y974OiCf_normal.jpg,https://x.com/queenofspes/status/1950929064182866399,tweet_id:1950929064182866399
kukuh,@kukuhadisan,2025-07-31T14:21:09.000Z,False,Wkwkwkwkw,0,0,0,5.5K,[],[],[],https://pbs.twimg.com/profile_images/1863502964897517569/haIG8Z3Y_normal.jpg,https://x.com/kukuhadisan/status/1950924698747056566,tweet_id:1950924698747056566
konohamaruu,@konohamaruu1,2025-07-31T14:32:17.000Z,False,Berdasarkan fakta persidangan tanpa abolisi pun sebenarnya bebas demi keadilan..,0,0,0,396,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/konohamaruu1/status/1950927500894511412,tweet_id:1950927500894511412
